run_name,row_in_run,split,future_return_bps,move_probability,direction_probability_up,direction_confidence,joint_confidence,signal_direction,signed_return_bps,net_return_bps_1bps_cost,move_threshold,direction_threshold,episode_id,episode_anchor_row,entry_rule,entry_delay_from_anchor_events,move_feature_set,threshold_mode,split_name
20260708_195223,852,validation,-3.3760399697291277,0.8599502714373284,0.33358748803394905,0.6664125119660509,0.5730816205544373,-1,3.3760399697291277,2.3760399697291277,0.65,0.65,26,852,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1179,validation,0.8550393681105994,0.83902379733845,0.3443651046742083,0.6556348953257918,0.550093279543843,-1,-0.8550393681105994,-1.8550393681105994,0.65,0.65,27,1179,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1263,validation,-1.4676247622158467,0.8035331703023683,0.32856722609708944,0.6714327739029106,0.539518505459119,-1,1.4676247622158467,0.4676247622158467,0.65,0.65,28,1263,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1339,validation,-1.741787993758681,0.6741207132582603,0.33804092450953027,0.6619590754904697,0.44624032411741404,-1,1.741787993758681,0.7417879937586811,0.65,0.65,29,1339,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,565,validation,-3.4216059007297073,0.6638383145176379,0.29851662220405806,0.7014833777959419,0.4656715431781975,-1,3.4216059007297073,2.4216059007297073,0.65,0.65,30,565,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,621,validation,0.0,0.9339956614379518,0.7343193461448025,0.7343193461448025,0.6858510834091991,1,0.0,-1.0,0.65,0.65,31,621,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,708,validation,-3.6012156536080475,0.6859440764427714,0.6762827875874438,0.6762827875874438,0.4638921721458121,1,-3.6012156536080475,-4.6012156536080475,0.65,0.65,32,708,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,1018,validation,0.03246223627462186,0.7438539529907835,0.3407543980783874,0.6592456019216126,0.49038244698118,-1,-0.03246223627462186,-1.0324622362746219,0.65,0.65,33,1018,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_202345,1356,validation,-2.468925245978637,0.7532281109322428,0.33050634096064696,0.669493659039353,0.504281444079327,-1,2.468925245978637,1.468925245978637,0.65,0.65,34,1356,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_202345,1978,validation,4.078638092366305,0.6882691945210927,0.6576671300679195,0.6576671300679195,0.4526520258748457,1,4.078638092366305,3.0786380923663046,0.65,0.65,35,1978,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_203410,743,validation,0.0,0.7637457345092227,0.9573641965100409,0.9573641965100409,0.731182821456393,1,0.0,-1.0,0.65,0.65,36,743,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_203410,1105,validation,-1.701922118423349,0.7021446795899745,0.3275342677306581,0.6724657322693419,0.47216823611949466,-1,1.701922118423349,0.7019221184233491,0.65,0.65,37,1105,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_210018,481,validation,0.29150670910693677,0.6722465121366331,0.33984192762507803,0.660158072374922,0.4437889616128843,-1,-0.29150670910693677,-1.2915067091069368,0.65,0.65,38,481,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_210018,611,validation,1.1824476179755905,0.6791576234944348,0.3385684170798026,0.6614315829201973,0.44921630196024337,-1,-1.1824476179755905,-2.1824476179755905,0.65,0.65,39,611,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_212631,628,validation,-6.8762413754419605,0.6555795158684288,0.30146756712828804,0.698532432871712,0.45794355416043264,-1,6.8762413754419605,5.8762413754419605,0.65,0.65,40,628,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213144,2009,validation,-3.1760655578727537,0.7124867948041851,0.29212459449058364,0.7078754055094163,0.5043518787921168,-1,3.1760655578727537,2.1760655578727537,0.65,0.65,41,2009,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,1594,validation,0.16166907149450793,0.7281125289914637,0.29229765358762605,0.707702346412374,0.5152869452195066,-1,-0.16166907149450793,-1.161669071494508,0.65,0.65,42,1594,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,1651,validation,-1.0989676976225216,0.6983130064247991,0.32314552637535504,0.6768544736246449,0.4726562823889007,-1,1.0989676976225216,0.09896769762252156,0.65,0.65,43,1651,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,1706,validation,-4.315538605886848,0.6535273903671042,0.3476264442541485,0.6523735557458514,0.42634398743109486,-1,4.315538605886848,3.3155386058868483,0.65,0.65,44,1706,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,2259,validation,-7.28653240854471,0.7829821268253212,0.3385391498487076,0.6614608501512924,0.517912023263144,-1,7.28653240854471,6.28653240854471,0.65,0.65,45,2259,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_214213,1440,validation,-0.17730796539883187,0.6620079789120286,0.6529051478972202,0.6529051478972202,0.43222841738069784,1,-0.17730796539883187,-1.1773079653988319,0.65,0.65,46,1440,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_215758,873,validation,-1.7877260527254801,0.9051894731996324,0.7269451062114674,0.7269451062114674,0.658023057736609,1,-1.7877260527254801,-2.78772605272548,0.65,0.65,47,873,first_eligible,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,318,validation,3.3747970479414136,0.7395155159785559,0.3429123028669733,0.6570876971330267,0.48592654738849134,-1,-3.3747970479414136,-4.3747970479414136,0.65,0.65,0,304,max_move_probability,14,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,650,validation,0.37101531567218515,0.7051229770937416,0.6586571229271705,0.6586571229271705,0.464434271402405,1,0.37101531567218515,-0.6289846843278148,0.65,0.65,1,624,max_move_probability,26,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,1093,validation,2.662739797874014,0.7334178772988058,0.32715779872588896,0.6728422012741111,0.49347449901551443,-1,-2.662739797874014,-3.662739797874014,0.65,0.65,2,1086,max_move_probability,7,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,1240,validation,-3.9544735183438817,0.6758684917840179,0.6592768524187278,0.6592768524187278,0.44558445191236007,1,-3.9544735183438817,-4.954473518343882,0.65,0.65,3,1240,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,1967,validation,2.0989289811224054,0.7589199511615723,0.6525958922316634,0.6525958922316634,0.4952680426606967,1,2.0989289811224054,1.0989289811224054,0.65,0.65,4,1967,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,912,validation,0.6941389650072516,0.6623890601374469,0.31089069319777224,0.6891093068022278,0.45645846606469526,-1,-0.6941389650072516,-1.6941389650072516,0.65,0.65,5,912,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,1731,validation,0.9687865060947765,0.6656967771842636,0.3455071144581363,0.6544928855418637,0.43569380459524776,-1,-0.9687865060947765,-1.9687865060947765,0.65,0.65,6,1731,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,2639,validation,9.341127824218365,0.7847171510745926,0.29404300983031967,0.7059569901696803,0.5539765581071456,-1,-9.341127824218365,-10.341127824218365,0.65,0.65,7,2639,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,2692,validation,-5.012099142865933,0.8012710455012679,0.332965064171528,0.667034935828472,0.5344757804171509,-1,5.012099142865933,4.012099142865933,0.65,0.65,8,2692,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,45,validation,-3.612201177028984,0.723727341268355,0.2934876894848154,0.7065123105151846,0.511322276062517,-1,3.612201177028984,2.612201177028984,0.65,0.65,9,20,max_move_probability,25,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,1769,validation,1.755234907596659,0.9993584009123954,0.8802784452536901,0.8802784452536901,0.8797136594063774,1,1.755234907596659,0.7552349075966589,0.65,0.65,10,1742,max_move_probability,27,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,2478,validation,-2.2879294802125028,0.7511907598281817,0.34256897787838525,0.6574310221216147,0.49385610904215393,-1,2.2879294802125028,1.2879294802125028,0.65,0.65,11,2478,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,2838,validation,-0.44373876534109513,0.6927171646323648,0.2912101633389659,0.7087898366610341,0.4909908859720685,-1,0.44373876534109513,-0.5562612346589049,0.65,0.65,12,2838,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191538,315,validation,3.7957928078613534,0.6713583883624257,0.2996587663695413,0.7003412336304586,0.4701799619138977,-1,-3.7957928078613534,-4.795792807861353,0.65,0.65,13,292,max_move_probability,23,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191538,542,validation,-6.804463792898785,0.6596031534294019,0.3362252840785185,0.6637747159214815,0.4378278957885146,-1,6.804463792898785,5.804463792898785,0.65,0.65,14,542,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191538,890,validation,-3.718184265129043,0.7680285599891616,0.3461348405473091,0.653865159452691,0.5021871168415338,-1,3.718184265129043,2.718184265129043,0.65,0.65,15,890,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,70,validation,-0.3060027266443832,0.6671198198315195,0.3475936547485933,0.6524063452514067,0.43523320350105854,-1,0.3060027266443832,-0.6939972733556168,0.65,0.65,16,70,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,333,validation,1.0463610380218036,0.7311414997113257,0.6542624095530025,0.6542624095530025,0.47835839932532787,1,1.0463610380218036,0.04636103802180358,0.65,0.65,17,284,max_move_probability,49,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,470,validation,-0.9980304994894329,0.9062271959465431,0.8534905416594931,0.8534905416594931,0.7734563403349787,1,-0.9980304994894329,-1.998030499489433,0.65,0.65,18,470,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,572,validation,1.2072949590602455,0.7281221479072557,0.8377591908858681,0.8377591908858681,0.6099910214968629,1,1.2072949590602455,0.20729495906024553,0.65,0.65,19,572,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192607,580,validation,-4.55759836345937,0.6626605523871896,0.2920418545400076,0.7079581454599924,0.4691359357375288,-1,4.55759836345937,3.5575983634593698,0.65,0.65,20,580,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_193122,1795,validation,2.774970092436213,0.7437923473838809,0.3149456201028519,0.6850543798971481,0.5095382053093087,-1,-2.774970092436213,-3.774970092436213,0.65,0.65,21,1795,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_194153,2221,validation,-3.701609754753754,0.9309242456072556,0.3303273170637968,0.6696726829362032,0.6234145371661718,-1,3.701609754753754,2.701609754753754,0.65,0.65,22,2187,max_move_probability,34,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_194153,2258,validation,-1.6363867608204519,0.6710206645737907,0.31871759127344634,0.6812824087265537,0.45715457466612497,-1,1.6363867608204519,0.6363867608204519,0.65,0.65,23,2258,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,10,validation,6.9981783676920095,0.6556679149426097,0.658743772244008,0.658743772244008,0.4319171556286581,1,6.9981783676920095,5.9981783676920095,0.65,0.65,24,10,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,813,validation,0.008077009439055871,0.9061758597498301,0.2850044798262749,0.714995520173725,0.6479116802107022,-1,-0.008077009439055871,-1.0080770094390559,0.65,0.65,25,798,max_move_probability,15,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,852,validation,-3.3760399697291277,0.8599502714373284,0.33358748803394905,0.6664125119660509,0.5730816205544373,-1,3.3760399697291277,2.3760399697291277,0.65,0.65,26,852,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1209,validation,7.099677045372399,0.8737475876077408,0.3350586933285435,0.6649413066714565,0.580990862604924,-1,-7.099677045372399,-8.099677045372399,0.65,0.65,27,1179,max_move_probability,30,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1263,validation,-1.4676247622158467,0.8035331703023683,0.32856722609708944,0.6714327739029106,0.539518505459119,-1,1.4676247622158467,0.4676247622158467,0.65,0.65,28,1263,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1361,validation,-3.2903093132696792,0.7196823010403298,0.3486239911592683,0.6513760088407317,0.46878378488496397,-1,3.2903093132696792,2.2903093132696792,0.65,0.65,29,1339,max_move_probability,22,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,565,validation,-3.4216059007297073,0.6638383145176379,0.29851662220405806,0.7014833777959419,0.4656715431781975,-1,3.4216059007297073,2.4216059007297073,0.65,0.65,30,565,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,621,validation,0.0,0.9339956614379518,0.7343193461448025,0.7343193461448025,0.6858510834091991,1,0.0,-1.0,0.65,0.65,31,621,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,708,validation,-3.6012156536080475,0.6859440764427714,0.6762827875874438,0.6762827875874438,0.4638921721458121,1,-3.6012156536080475,-4.6012156536080475,0.65,0.65,32,708,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,1018,validation,0.03246223627462186,0.7438539529907835,0.3407543980783874,0.6592456019216126,0.49038244698118,-1,-0.03246223627462186,-1.0324622362746219,0.65,0.65,33,1018,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_202345,1356,validation,-2.468925245978637,0.7532281109322428,0.33050634096064696,0.669493659039353,0.504281444079327,-1,2.468925245978637,1.468925245978637,0.65,0.65,34,1356,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_202345,1978,validation,4.078638092366305,0.6882691945210927,0.6576671300679195,0.6576671300679195,0.4526520258748457,1,4.078638092366305,3.0786380923663046,0.65,0.65,35,1978,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_203410,743,validation,0.0,0.7637457345092227,0.9573641965100409,0.9573641965100409,0.731182821456393,1,0.0,-1.0,0.65,0.65,36,743,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_203410,1105,validation,-1.701922118423349,0.7021446795899745,0.3275342677306581,0.6724657322693419,0.47216823611949466,-1,1.701922118423349,0.7019221184233491,0.65,0.65,37,1105,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_210018,481,validation,0.29150670910693677,0.6722465121366331,0.33984192762507803,0.660158072374922,0.4437889616128843,-1,-0.29150670910693677,-1.2915067091069368,0.65,0.65,38,481,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_210018,611,validation,1.1824476179755905,0.6791576234944348,0.3385684170798026,0.6614315829201973,0.44921630196024337,-1,-1.1824476179755905,-2.1824476179755905,0.65,0.65,39,611,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_212631,628,validation,-6.8762413754419605,0.6555795158684288,0.30146756712828804,0.698532432871712,0.45794355416043264,-1,6.8762413754419605,5.8762413754419605,0.65,0.65,40,628,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213144,2028,validation,-1.1316542279005137,0.7499609637304432,0.3495560748545278,0.6504439251454722,0.4878075529547106,-1,1.1316542279005137,0.13165422790051373,0.65,0.65,41,2009,max_move_probability,19,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,1608,validation,8.604369628839592,0.8417395182851873,0.3306920293298203,0.6693079706701797,0.5633829688163533,-1,-8.604369628839592,-9.604369628839592,0.65,0.65,42,1594,max_move_probability,14,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,1677,validation,0.598123347583801,0.7418092594003814,0.34882389574936573,0.6511761042506343,0.4830484636333886,-1,-0.598123347583801,-1.598123347583801,0.65,0.65,43,1651,max_move_probability,26,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,1756,validation,1.3744537556958925,0.7451786840737764,0.2916736297271243,0.7083263702728757,0.527829712494696,-1,-1.3744537556958925,-2.3744537556958925,0.65,0.65,44,1706,max_move_probability,50,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_213658,2280,validation,-4.77251162292025,0.8710850870709471,0.30481026691497976,0.6951897330850203,0.6055694091751934,-1,4.77251162292025,3.77251162292025,0.65,0.65,45,2259,max_move_probability,21,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_214213,1441,validation,0.40297264863431437,0.6689486450957957,0.659994795319775,0.659994795319775,0.44150262409944047,1,0.40297264863431437,-0.5970273513656856,0.65,0.65,46,1440,max_move_probability,1,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_215758,873,validation,-1.7877260527254801,0.9051894731996324,0.7269451062114674,0.7269451062114674,0.658023057736609,1,-1.7877260527254801,-2.78772605272548,0.65,0.65,47,873,max_move_probability,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,304,validation,0.8235217179630716,0.7116308191808496,0.291361009249674,0.708638990750326,0.504289345491145,-1,-0.8235217179630716,-1.8235217179630716,0.65,0.65,0,304,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,650,validation,0.37101531567218515,0.7051229770937416,0.6586571229271705,0.6586571229271705,0.464434271402405,1,0.37101531567218515,-0.6289846843278148,0.65,0.65,1,624,max_joint_confidence,26,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,1093,validation,2.662739797874014,0.7334178772988058,0.32715779872588896,0.6728422012741111,0.49347449901551443,-1,-2.662739797874014,-3.662739797874014,0.65,0.65,2,1086,max_joint_confidence,7,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,1240,validation,-3.9544735183438817,0.6758684917840179,0.6592768524187278,0.6592768524187278,0.44558445191236007,1,-3.9544735183438817,-4.954473518343882,0.65,0.65,3,1240,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_185955,1967,validation,2.0989289811224054,0.7589199511615723,0.6525958922316634,0.6525958922316634,0.4952680426606967,1,2.0989289811224054,1.0989289811224054,0.65,0.65,4,1967,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,912,validation,0.6941389650072516,0.6623890601374469,0.31089069319777224,0.6891093068022278,0.45645846606469526,-1,-0.6941389650072516,-1.6941389650072516,0.65,0.65,5,912,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,1732,validation,0.9687865060947765,0.6648294434455608,0.3395387755483922,0.6604612244516078,0.43909406826953606,-1,-0.9687865060947765,-1.9687865060947765,0.65,0.65,6,1731,max_joint_confidence,1,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,2639,validation,9.341127824218365,0.7847171510745926,0.29404300983031967,0.7059569901696803,0.5539765581071456,-1,-9.341127824218365,-10.341127824218365,0.65,0.65,7,2639,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_190508,2708,validation,-2.5952233383119694,0.8010747233466301,0.31885200464658653,0.6811479953534134,0.5456504419358473,-1,2.5952233383119694,1.5952233383119694,0.65,0.65,8,2692,max_joint_confidence,16,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,45,validation,-3.612201177028984,0.723727341268355,0.2934876894848154,0.7065123105151846,0.511322276062517,-1,3.612201177028984,2.612201177028984,0.65,0.65,9,20,max_joint_confidence,25,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,1769,validation,1.755234907596659,0.9993584009123954,0.8802784452536901,0.8802784452536901,0.8797136594063774,1,1.755234907596659,0.7552349075966589,0.65,0.65,10,1742,max_joint_confidence,27,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,2478,validation,-2.2879294802125028,0.7511907598281817,0.34256897787838525,0.6574310221216147,0.49385610904215393,-1,2.2879294802125028,1.2879294802125028,0.65,0.65,11,2478,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191023,2838,validation,-0.44373876534109513,0.6927171646323648,0.2912101633389659,0.7087898366610341,0.4909908859720685,-1,0.44373876534109513,-0.5562612346589049,0.65,0.65,12,2838,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191538,315,validation,3.7957928078613534,0.6713583883624257,0.2996587663695413,0.7003412336304586,0.4701799619138977,-1,-3.7957928078613534,-4.795792807861353,0.65,0.65,13,292,max_joint_confidence,23,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191538,542,validation,-6.804463792898785,0.6596031534294019,0.3362252840785185,0.6637747159214815,0.4378278957885146,-1,6.804463792898785,5.804463792898785,0.65,0.65,14,542,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_191538,890,validation,-3.718184265129043,0.7680285599891616,0.3461348405473091,0.653865159452691,0.5021871168415338,-1,3.718184265129043,2.718184265129043,0.65,0.65,15,890,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,70,validation,-0.3060027266443832,0.6671198198315195,0.3475936547485933,0.6524063452514067,0.43523320350105854,-1,0.3060027266443832,-0.6939972733556168,0.65,0.65,16,70,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,333,validation,1.0463610380218036,0.7311414997113257,0.6542624095530025,0.6542624095530025,0.47835839932532787,1,1.0463610380218036,0.04636103802180358,0.65,0.65,17,284,max_joint_confidence,49,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,470,validation,-0.9980304994894329,0.9062271959465431,0.8534905416594931,0.8534905416594931,0.7734563403349787,1,-0.9980304994894329,-1.998030499489433,0.65,0.65,18,470,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192052,572,validation,1.2072949590602455,0.7281221479072557,0.8377591908858681,0.8377591908858681,0.6099910214968629,1,1.2072949590602455,0.20729495906024553,0.65,0.65,19,572,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_192607,580,validation,-4.55759836345937,0.6626605523871896,0.2920418545400076,0.7079581454599924,0.4691359357375288,-1,4.55759836345937,3.5575983634593698,0.65,0.65,20,580,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_193122,1805,validation,2.581434164152796,0.7394994409780237,0.2869794541102081,0.7130205458897919,0.5272782950913464,-1,-2.581434164152796,-3.581434164152796,0.65,0.65,21,1795,max_joint_confidence,10,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_194153,2221,validation,-3.701609754753754,0.9309242456072556,0.3303273170637968,0.6696726829362032,0.6234145371661718,-1,3.701609754753754,2.701609754753754,0.65,0.65,22,2187,max_joint_confidence,34,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_194153,2258,validation,-1.6363867608204519,0.6710206645737907,0.31871759127344634,0.6812824087265537,0.45715457466612497,-1,1.6363867608204519,0.6363867608204519,0.65,0.65,23,2258,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,10,validation,6.9981783676920095,0.6556679149426097,0.658743772244008,0.658743772244008,0.4319171556286581,1,6.9981783676920095,5.9981783676920095,0.65,0.65,24,10,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,813,validation,0.008077009439055871,0.9061758597498301,0.2850044798262749,0.714995520173725,0.6479116802107022,-1,-0.008077009439055871,-1.0080770094390559,0.65,0.65,25,798,max_joint_confidence,15,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,852,validation,-3.3760399697291277,0.8599502714373284,0.33358748803394905,0.6664125119660509,0.5730816205544373,-1,3.3760399697291277,2.3760399697291277,0.65,0.65,26,852,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1207,validation,5.921346130108862,0.8728518158471792,0.31496505603399033,0.6850349439660097,0.5979339947595023,-1,-5.921346130108862,-6.921346130108862,0.65,0.65,27,1179,max_joint_confidence,28,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1263,validation,-1.4676247622158467,0.8035331703023683,0.32856722609708944,0.6714327739029106,0.539518505459119,-1,1.4676247622158467,0.4676247622158467,0.65,0.65,28,1263,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_195223,1361,validation,-3.2903093132696792,0.7196823010403298,0.3486239911592683,0.6513760088407317,0.46878378488496397,-1,3.2903093132696792,2.2903093132696792,0.65,0.65,29,1339,max_joint_confidence,22,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,565,validation,-3.4216059007297073,0.6638383145176379,0.29851662220405806,0.7014833777959419,0.4656715431781975,-1,3.4216059007297073,2.4216059007297073,0.65,0.65,30,565,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,621,validation,0.0,0.9339956614379518,0.7343193461448025,0.7343193461448025,0.6858510834091991,1,0.0,-1.0,0.65,0.65,31,621,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,708,validation,-3.6012156536080475,0.6859440764427714,0.6762827875874438,0.6762827875874438,0.4638921721458121,1,-3.6012156536080475,-4.6012156536080475,0.65,0.65,32,708,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_201318,1018,validation,0.03246223627462186,0.7438539529907835,0.3407543980783874,0.6592456019216126,0.49038244698118,-1,-0.03246223627462186,-1.0324622362746219,0.65,0.65,33,1018,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_202345,1356,validation,-2.468925245978637,0.7532281109322428,0.33050634096064696,0.669493659039353,0.504281444079327,-1,2.468925245978637,1.468925245978637,0.65,0.65,34,1356,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_202345,1978,validation,4.078638092366305,0.6882691945210927,0.6576671300679195,0.6576671300679195,0.4526520258748457,1,4.078638092366305,3.0786380923663046,0.65,0.65,35,1978,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_203410,743,validation,0.0,0.7637457345092227,0.9573641965100409,0.9573641965100409,0.731182821456393,1,0.0,-1.0,0.65,0.65,36,743,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_203410,1105,validation,-1.701922118423349,0.7021446795899745,0.3275342677306581,0.6724657322693419,0.47216823611949466,-1,1.701922118423349,0.7019221184233491,0.65,0.65,37,1105,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_210018,481,validation,0.29150670910693677,0.6722465121366331,0.33984192762507803,0.660158072374922,0.4437889616128843,-1,-0.29150670910693677,-1.2915067091069368,0.65,0.65,38,481,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_210018,611,validation,1.1824476179755905,0.6791576234944348,0.3385684170798026,0.6614315829201973,0.44921630196024337,-1,-1.1824476179755905,-2.1824476179755905,0.65,0.65,39,611,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
20260708_212631,628,validation,-6.8762413754419605,0.6555795158684288,0.30146756712828804,0.698532432871712,0.45794355416043264,-1,6.8762413754419605,5.8762413754419605,0.65,0.65,40,628,max_joint_confidence,0,full_trade_flow,fixed_common_0p65_0p65,validation
